"client","age","education","emploi","categorie","adresse","revenus","debcred","debcarte","autres","defaut"
3540,40,"Niveau bac",12,12,1,-0.17303989092674,-1.08153038577079,-0.508439177301279,-0.345563504949349,"Non"
3541,27,"Bac+4",0,12,4,0.621685991554682,-0.75801923295246,-0.270502500336997,0.00610098641229813,"Oui"
3542,37,"Niveau bac",1,12,5,-0.51788790601229,-0.894947209261612,-0.457052135398538,-0.411874021752736,"Oui"
3543,35.1479582494049,"Bac+5 et plus",2,12,7,0.497400666320803,2.06329896023062,2.83658074171383,0.72154447377715,"Oui"
3544,44,"Bac+2",2,12,21,-0.183542876157772,0.466809038648088,-0.166947104342896,0.104376515996994,"Non"
3545,35,"Niveau bac",9,12,1,-0.0785130238474515,0.432200868811708,-0.167361709118716,0.204662182851508,"Non"
3546,41,"Niveau bac",24,12,7.69570871261378,0.87025664202244,0.323862250193478,0.254526538919341,0.933060627485313,"Non"
3547,50,"Niveau bac",3,12,10,-0.118774467233074,-1.14472791329809,-0.480198992990114,-0.372741678953727,"Non"
3548,28,"Niveau bac",7,12,3,-0.132778447541117,2.01815786913969,-0.461108547448673,0.947484353168712,"Oui"
3549,22,"Bac+4",0,12,1,-0.552897856782397,-0.389366989043204,-0.297024415675863,-0.402607952931017,"Oui"
3550,46,"Bac+3",24,12,7.69570871261378,0.600680021092618,0.522483050993567,0.297522235836372,0.80313867640464,"Non"
3551,46,"Niveau bac",20,12,14,-0.0452535706158501,-1.09657741613443,-0.246306972891446,-0.44191588692384,"Non"
3552,40,"Niveau bac",8,12,17,-0.335836162007736,-0.928050676061627,-0.372834706950395,-0.398506059191438,"Non"
3553,42,"Niveau bac",0,12,7.69570871261378,-0.27806974323706,1.53063408535765,0.349380513779495,0.126514568854132,"Non"
3554,26,"Niveau bac",1,12,2,-0.538893876474354,-0.688802893279702,-0.420782959502806,-0.395570013420212,"Oui"
3555,44,"Bac+3",1,12,16,-0.216802329389373,-0.425479861915948,-0.346381155417165,-0.184297438420524,"Non"
3556,30,"Niveau bac",9,12,8,-0.446117506933572,-0.455573922643234,-0.422971131786808,-0.295005464267615,"Non"
3557,36,"Niveau bac",20,12,2,0.0440218038479219,0.408125620229879,0.312678738035985,0.106128913930661,"Non"
3558,40,"Niveau bac",24,12,17,0.458889720473686,-0.909994239625255,-0.266110648241587,-0.178013249186045,"Non"
3559,35.1479582494049,"Niveau bac",28,12,8,1.76301038666016,-0.633128880934222,0.381705530903372,0.369576177943128,"Non"
3560,49,"Bac+2",11,12,26,0.100037725080093,-0.467611546934148,0.259177865525269,-0.292400050219694,"Non"
3561,30,"Bac+3",0,12,6,-0.456620492164604,0.569128845120861,0.0774177079834017,-0.283249833042347,"Oui"
3562,45,"Niveau bac",7,12,6,-0.353341137392789,1.38919199993941,-0.0311175095927865,0.129996500855037,"Oui"
3563,24,"Niveau bac",4,12,0,-0.538893876474354,-0.0839122726612496,-0.515770252517852,-0.235030265832155,"Oui"
3564,64,"Bac+2",11,12,28,-0.41285805370197,-1.14171850722536,-0.522368132873752,-0.411650363103167,"Non"
3565,37,"Bac+3",9,12,0,-0.290323226006597,-0.715887547934259,-0.487441778166419,-0.261037538184596,"Non"
3566,37,"Niveau bac",8,12,10,-0.0680100386164195,-1.35388163535273,-0.432038221969705,-0.480150032498654,"Non"
3567,57,"Bac+4",10,12,10,1.72274894327454,0.00185580041151611,0.627046951926356,1.16467104632034,"Non"
3568,23,"Niveau bac",1,12,7.69570871261378,-0.551147359243892,0.787310785393686,-0.0562422400583134,-0.291122585092865,"Non"
3569,33,"Bac+2",11,12,9,-0.362093625085316,0.623298154429976,-0.0925273634113081,-0.080426427643912,"Non"
3570,49,"Bac+2",5,12,8,-0.274568748160049,-0.565417244297828,-0.302120883365229,-0.28709146797087,"Non"
3571,43,"Bac+2",20,12,8,2.26540318021119,-0.404414019406847,0.811170535573638,0.821492043306399,"Non"
3572,35.1479582494049,"Niveau bac",9,12,3,-0.447868004472077,2.03320489950333,-0.438763992522427,0.320403845513053,"Oui"
3573,22,"Bac+2",2,12,2,-0.545895866628376,-1.16278434973446,-0.480061812509873,-0.461796141074635,"Non"
3574,48,"Bac+3",23,12,7.69570871261378,0.40112330170301,-1.22598187726176,-0.32237886716065,-0.398956806512552,"Non"
3575,26,"Niveau bac",9,12,7,-0.440866014318056,-0.755009826879731,-0.266001163933574,-0.437899068926971,"Non"
3576,38,"Bac+3",11,12,7.69570871261378,-0.0925170041554942,0.170382540484319,-0.00637412067731243,4.29045801909252e-05,"Non"
3577,20,"Bac+2",0,12,0,-0.115273472156064,-0.916013051770712,-0.204279438664831,-0.399176752251733,"Non"
3578,22,"Bac+2",2,12,3,-0.584406812475493,-0.762533342061553,-0.476995475538693,-0.403108476825367,"Oui"
3579,26,"Bac+2",5,12,3,-0.402355068470938,0.209504819429791,-0.119218923465929,-0.227981561827979,"Non"
3580,36,"Bac+2",17,12,17,-0.258814270313501,-0.32165535240681,-0.151725579863682,-0.261882328434287,"Non"
3581,27,"Bac+2",2,12,1,-0.264065762929017,-0.869367257643419,-0.492424970387546,-0.300560135859559,"Non"
3582,39,"Niveau bac",17,12,6,-0.0942675016939995,-1.29218881086179,-0.441113864906558,-0.450899597750807,"Non"
3583,23,"Niveau bac",1,12,1,-0.565151339551935,4.85602779572278,0.959500889202847,-0.0426390424316766,"Oui"
3584,36,"Bac+2",5,12,9,-0.267566758006028,2.66066606566725,0.585297637750793,0.427477684985916,"Non"
3585,62,"Niveau bac",4,12,13,-0.41285805370197,0.483360772048095,0.010155312027576,-0.224567416962445,"Non"
3586,23,"Bac+4",0,12,1,-0.449618502010582,0.427686759702616,-0.0519212910695435,-0.250708997954667,"Oui"
3587,41,"Bac+4",6,12,7,0.63744046940123,-0.946107112497999,-0.218904842015928,-0.171066588335701,"Non"
3588,37,"Bac+2",8,12,3,-0.314830191545672,-0.721906360079717,-0.411615487678171,-0.308284255097759,"Non"
3589,53,"Bac+2",16,12,7.69570871261378,1.5459486918855,-1.35237693231636,-0.400267218864171,-0.358087652636621,"Non"
3590,26,"Niveau bac",6,12,2,-0.0802635213859568,-0.02823826031577,-0.439621208785015,0.119383635671877,"Non"
3591,25,"Niveau bac",3,12,5,-0.628169250938126,0.478846662939002,-0.37113410633744,-0.290764949313371,"Non"
3592,38,"Niveau bac",13,12,3,-0.362093625085316,-1.17181256795264,-0.437703179310528,-0.448769654292379,"Non"
3593,48,"Niveau bac",15,12,5,0.245329020776035,0.772263755030042,-0.144563308320493,0.759916288764997,"Non"
3594,50,"Bac+2",7,12,7.69570871261378,-0.0312495903078075,-0.00115360566121244,-0.369391790022892,0.140767147049165,"Non"
3595,35.1479582494049,"Bac+4",0,12,1,0.133297178311694,-0.905480130516162,-0.223118968919266,-0.302997556919567,"Non"
3596,32,"Bac+3",9,12,7.69570871261378,-0.542394871551365,-0.360777631352282,-0.497498678176446,-0.29926726657475,"Non"
3597,34,"Bac+2",12,12,0,-0.118774467233074,3.08800172799471,0.229107236598205,1.11952258641687,"Non"
3598,33,"Bac+2",12,12,2,-0.0785130238474515,-0.929555379097991,-0.324565981672131,-0.338434709637321,"Non"
3599,54,"Niveau bac",1,12,1,-0.510885915858269,-1.41106035073457,-0.533069562469895,-0.483017448362786,"Oui"
3600,32,"Niveau bac",5,12,1,-0.614165270630084,-1.14472791329809,-0.545647797525241,-0.442168895246,"Oui"
3601,35.1479582494049,"Niveau bac",16,12,7,-0.344588649700262,-0.0477993997885061,-0.239689392735398,-0.195630231034428,"Non"
3602,32,"Bac+3",2,12,6,0.283839966623153,0.686495681957277,0.482246369023332,0.467327068869855,"Oui"
3603,19,"Bac+2",0,12,0,-0.57040283216745,-0.554884323043278,-0.464986399733922,-0.366180471243244,"Non"
3604,45,"Niveau bac",1,12,2,-0.313079694007166,0.487874881157188,-0.516802104759189,0.12775347422788,"Non"
3605,29,"Bac+3",5,12,5,0.0247663309243632,1.02505386513925,1.27371796130962,-0.038064392063293,"Non"
3606,30,"Bac+3",4,12,3,0.199816084774897,0.724113257866385,-0.0532942183400401,0.63119183084685,"Oui"
3607,18,"Bac+2",0,12,0,-0.622917758322611,0.332890468411664,-0.430596177190217,-0.279297484135534,"Non"
3608,39,"Niveau bac",14,12,0,0.105289217695609,1.46894126086672,-0.0499814818324297,0.924726717230823,"Oui"
3609,21,"Bac+3",0,12,2,-0.421610541394497,-1.02435167038894,-0.393610045021126,-0.441610455843105,"Oui"
3610,25,"Bac+4",0,12,1,-0.131027950002611,0.0319498611388022,0.180534516555001,-0.179557307172248,"Non"
3611,35.1479582494049,"Niveau bac",23,12,15,0.313598424777743,-0.78961799671611,-0.324224825773513,-0.118984710295607,"Non"
3612,22,"Niveau bac",4,12,0,-0.446117506933572,0.587185281557232,-0.0922422597519278,-0.189362241581582,"Non"
3613,18,"Bac+2",0,12,0,-0.25531327523649,-0.569931353406921,-0.208925874285894,-0.321034133002856,"Oui"
3614,19,"Bac+2",0,12,0,-0.587907807552504,0.618784045320883,-0.214026472787213,-0.294400189152253,"Oui"
3615,35.1479582494049,"Bac+3",16,12,8,1.93455914543368,-1.28015118657088,-0.109369877373521,-0.343943320513173,"Non"
3616,37,"Bac+2",17,12,3,-0.157285413080192,0.23358006801162,-0.0955420797895891,0.00577935112979801,"Non"
3617,35.1479582494049,"Niveau bac",2,12,1,-0.405856063547949,-0.157642721443101,-0.368326797477365,-0.216375392926357,"Oui"
3618,64,"Bac+2",24,12,18,0.567420567861017,-0.238896685406773,-0.494862165613219,0.507584918571175,"Non"
3619,49,"Niveau bac",29,12,7.69570871261378,2.65051263868236,0.567624142084496,2.98452546447689,1.99083580519275,"Non"
3620,46,"Bac+4",4,12,16,-0.0995189943095155,1.0145209438847,0.435116829166816,0.16352647884414,"Oui"
3621,35.1479582494049,"Bac+3",4,12,6,-0.132778447541117,-0.46460214086142,-0.335922625327278,-0.154896421582405,"Non"
3622,35.1479582494049,"Bac+2",17,12,9,0.579674050630554,-0.643661802188772,0.0771360396586285,-0.0760207014377925,"Non"
3623,35.1479582494049,"Bac+4",2,12,7.69570871261378,-0.138029940156633,0.369003341284407,0.4699482722426,-0.176465313271214,"Oui"
3624,19,"Bac+2",0,12,0,-0.36034312754681,-0.900966021407069,-0.380521808341659,-0.394928121936213,"Non"
3625,23,"Niveau bac",5,12,2,-0.416359048778981,-1.25457123495268,-0.517233763286467,-0.444311067734675,"Non"
3626,44,"Niveau bac",5,12,6,-0.425111536471508,0.194457789066148,-0.221751045850876,-0.206952344610834,"Oui"
3627,20,"Niveau bac",0,12,0,-0.51438691093528,-0.080902866588521,-0.100534662572264,-0.404085573395308,"Non"
3628,19,"Bac+2",0,12,0,-0.395353078316917,-1.08153038577079,-0.470624618396909,-0.415180574726134,"Oui"
3629,35.1479582494049,"Niveau bac",2,12,1,-0.580905817398482,0.528501863139024,-0.298238751468224,-0.263115383027419,"Oui"
3630,54,"Niveau bac",5,12,31,0.122794193080662,2.46655937397625,0.286596105596967,1.36318657396178,"Oui"
3631,21,"Niveau bac",4,12,2,-0.51788790601229,-0.732439281334267,-0.465864059795679,-0.374444172130348,"Non"
3632,40,"Niveau bac",16,12,9,-0.125776457387096,0.132764964575211,-0.245308584432134,0.0617571418388061,"Non"
3633,72,"Bac+4",26,12,24,1.67023401711938,0.393078589866236,0.135341234148971,1.90372585907068,"Non"
3634,28,"Bac+3",4,12,3,-0.482877955242184,-0.765542748134281,-0.371813138069431,-0.409650400975865,"Oui"
3635,44,"Niveau bac",5,12,16,-0.306077703853145,0.668439245520905,-0.338864048097719,0.113025883663644,"Non"
3636,31,"Niveau bac",3,12,10,-0.244810290005458,1.4147719515576,0.0386942863453171,0.282939483504582,"Oui"
3637,35,"Bac+3",13,12,7.69570871261378,-0.0400020780003342,-0.476639765152334,-0.106783575039833,-0.211076424463359,"Non"
3638,31,"Niveau bac",8,12,12,-0.174790388465245,-1.09055860398897,-0.49537146205566,-0.355517281390554,"Non"
3639,26,"Bac+4",1,12,3,-0.20279834908133,-1.20190662867993,-0.44352235147438,-0.42811446859552,"Non"
3640,50,"Bac+3",23,12,25,0.387119321394967,0.129755558502482,-0.390791291515251,0.595136686295655,"Non"
3641,32,"Bac+4",1,12,13,-0.321832181699693,-0.0387711815703202,-0.288525870135655,-0.152017799211761,"Oui"
3642,27,"Bac+3",0,12,3,0.21732106015995,-1.35237693231636,-0.447093546772106,-0.448588517307017,"Non"
3643,26,"Niveau bac",6,12,6,-0.496881935550226,-0.220840248970402,-0.467614488934327,-0.253383950983376,"Non"
3644,33,"Bac+2",2,12,10,-0.512636413396774,0.599222905848147,-0.421933272562076,-0.11445170640541,"Oui"
3645,35,"Bac+2",9,12,14,-0.250061782620974,1.10329842303019,-0.203250390976323,0.273858800887892,"Non"
3646,29,"Bac+3",3,12,7,-0.283321235852576,0.0394733763206238,-0.0756471836899952,-0.191084921498373,"Non"
3647,39,"Niveau bac",8,12,10,-0.484628452780689,-0.929555379097991,-0.525846108329006,-0.376990371151087,"Non"
3648,73,"Bac+2",53,12,25,6.29154751877346,-0.885918991043426,0.456978480207174,1.52354888274109,"Non"
3649,46,"Bac+3",20,12,16,1.2501146078781,-0.494696201588706,0.387025104490274,0.283002756212402,"Non"
3650,35.1479582494049,"Bac+3",0,12,7.69570871261378,-0.425111536471508,0.78881548843005,-0.234137067141922,-0.0482489745065636,"Oui"
3651,35.1479582494049,"Bac+2",1,12,0,-0.36034312754681,1.73226429223047,-0.0211217598326764,0.214895308651349,"Oui"
3652,30,"Bac+2",9,12,6,-0.162536905695708,-0.258457824879509,-0.469440456616991,-0.0279992695650051,"Non"
3653,42,"Niveau bac",25,12,9,0.499151163859309,-0.393881098152297,0.201547009165639,0.0220761133935566,"Non"
3654,39,"Bac+2",15,12,11,-0.0487545656928609,-1.34334871409818,-0.483265265265728,-0.450282706530088,"Non"
3655,46,"Bac+2",0,12,21,-0.41285805370197,3.0127665761765,1.55308810545665,-0.25862090500263,"Oui"
3656,26,"Niveau bac",6,12,5,-0.502133428165742,-1.36892866571637,-0.539405606927083,-0.470647377616357,"Non"
3657,44,"Niveau bac",4,12,21,-0.379598600470369,0.489379584193552,-0.234602432059601,-0.074429614726717,"Non"
3658,35.1479582494049,"Bac+2",7,12,6,-0.288572728468092,0.0304451581024379,-0.363526169676721,-0.0675069389828047,"Oui"
3659,30,"Bac+3",8,12,3,0.252331010930057,-0.178708563952201,0.0708591625322298,0.065443298644827,"Non"
3660,33,"Niveau bac",14,12,7.69570871261378,0.0125128481548258,1.4779694790849,1.37082520513328,0.127886860533572,"Non"
3661,28,"Niveau bac",9,12,2,-0.341087654623252,0.555586517793582,-0.255852079210146,-0.00167260146331429,"Non"
3662,37,"Bac+2",15,12,3,-0.213301334312362,-0.958144736788913,-0.283689624190605,-0.411027301378993,"Non"
3663,52,"Niveau bac",13,12,17,-0.404105566009444,-0.851310821207047,-0.460012200196606,-0.360084704844075,"Non"
3664,51,"Niveau bac",8,12,7.69570871261378,-0.192295363850298,-1.15526083455264,-0.42589275771375,-0.416289167258899,"Non"
3665,27,"Niveau bac",1,12,6,-0.510885915858269,-0.0688652422976065,-0.372847251420834,-0.274745506094552,"Non"
3666,42,"Niveau bac",19,12,6,-0.110021979540548,0.466809038648088,0.317633266886159,-0.0353368674649184,"Non"
3667,44,"Bac+2",18,12,4,3.43823653100977,-0.70234522060698,0.105607669125914,1.14292081726688,"Non"
3668,40,"Niveau bac",2,12,7.69570871261378,-0.474125467549657,1.19057119913932,0.00481970687917462,-0.127472673916906,"Oui"
3669,34,"Bac+2",14,12,4,0.147301158619737,-0.524790262315992,0.194092895919768,-0.268418804036129,"Non"
3670,44,"Niveau bac",8,12,15,0.476394695858739,0.0846144674115532,0.619243372636288,0.182226706718381,"Non"
3671,43,"Bac+2",18,12,23,0.338105390316818,-1.39902272644366,-0.50858076678441,-0.44234261967098,"Non"
3672,35,"Bac+3",10,12,2,-0.208049841696846,-0.02823826031577,-0.488874784975199,0.0364122585931102,"Non"
3673,35.1479582494049,"Niveau bac",8,12,3,-0.234307304774426,-0.287047182570431,-0.302025693542741,-0.164624989381292,"Non"
3674,35.1479582494049,"Niveau bac",13,12,21,0.129796183234683,2.07383188148517,1.26609235952434,0.709552775120056,"Non"
3675,23,"Niveau bac",6,12,2,-0.414608551240476,-0.436012783170498,-0.431153493917255,-0.267667692578257,"Non"
3676,24,"Bac+4",0,12,7.69570871261378,-0.477626462626668,-1.07852097969806,-0.400208022420377,-0.465956981686756,"Oui"
3677,34,"Bac+3",11,12,15,0.352109370624861,0.385555074684415,0.73684723308898,0.2266327024144,"Oui"
3678,33,"Bac+2",8,12,5,-0.472374970011152,-0.50673382587962,-0.397376297453321,-0.333867837226849,"Non"
3679,27,"Bac+3",3,12,4,0.304845937085217,2.24386332459434,1.14344308588897,1.22885312250998,"Oui"
3680,29,"Bac+2",4,12,6,-0.244810290005458,3.18881683143112,0.152394079869018,0.866934353546296,"Oui"
3681,41,"Niveau bac",23,12,7.69570871261378,1.10132231710514,-0.0718746483703351,0.65560300910856,0.546673577211415,"Non"
3682,31,"Bac+3",7,12,7.69570871261378,-0.36034312754681,-1.21695365904357,-0.495518178662475,-0.435372324377964,"Non"
3683,26,"Bac+3",1,12,1,-0.656177211554212,-0.463097437825055,-0.514144035633041,-0.37749954229586,"Oui"
3684,40,"Bac+3",7,12,18,0.0422713063094166,-0.770056857243374,-0.281811900054351,-0.236400403434219,"Non"
3685,29,"Bac+3",5,12,2,0.661947434940305,-0.770056857243374,-0.0100536551715168,-0.106173601783404,"Non"
3686,26,"Bac+2",1,12,3,-0.46537297985713,0.513454832775381,-0.0714891995996893,-0.238653491753852,"Non"
3687,32,"Bac+3",5,12,13,0.289091459238669,-0.521780856243264,-0.118771411289961,-0.0463647623606107,"Non"
3688,25,"Niveau bac",1,12,4,-0.552897856782397,-1.11162444649807,-0.505364197002349,-0.442085325294725,"Non"
3689,40,"Niveau bac",24,12,1,0.24357852323753,1.61640215843042,-0.246226912127299,1.33712844063053,"Non"
3690,51,"Niveau bac",32,12,26,4.4342696304193,-0.422470455843219,0.869727793635194,2.07371468070803,"Non"
3691,42,"Bac+2",4,12,20,-0.25531327523649,-0.252439012734052,-0.371896983524247,-0.134886309864164,"Non"
3692,45,"Niveau bac",17,12,18,0.129796183234683,0.444238493102623,0.939231399300837,-0.067055680399823,"Non"
3693,54,"Bac+3",2,12,19,-0.272818250621544,-0.539837292679635,-0.24755947906833,-0.302258593456199,"Non"
3694,55,"Niveau bac",32,12,21,2.20938725897902,-1.11162444649807,0.0457960998811556,-0.0886306954440178,"Non"
3695,38,"Bac+4",0,12,12,-0.237808299851437,-1.20190662867993,-0.518109870654615,-0.400034847096982,"Non"
3696,38,"Bac+4",10,12,11,0.21732106015995,0.332890468411664,0.343574914745597,0.230892648266342,"Non"
3697,31,"Niveau bac",13,12,9,-0.110021979540548,-1.15526083455264,-0.371228869169186,-0.425191024618957,"Non"
3698,38,"Bac+2",15,12,9,0.119293198003651,-0.748991014734274,-0.195498568139844,-0.2323028237429,"Non"
3699,33,"Niveau bac",11,12,1,-0.395353078316917,-0.755009826879731,-0.390535646982299,-0.362137111830609,"Non"
3700,42,"Bac+2",14,12,18,1.01379744017988,-1.13118558597081,-0.351334856164081,-0.190169748022793,"Non"
3701,35,"Bac+4",7,12,6,0.444885740165643,-0.449555110497777,-0.368294346180964,0.206533893392444,"Non"
3702,46,"Niveau bac",13,12,12,0.759975297096604,0.859536531139172,2.13870869018291,0.455217264301368,"Oui"
3703,35.1479582494049,"Bac+2",4,12,13,-0.421610541394497,0.826433064339158,-0.113742650746226,-0.0888372039836985,"Oui"
3704,31,"Bac+2",9,12,7,-0.141530935233644,-0.587987789843293,-0.151116503448275,-0.295502275251576,"Non"
3705,28,"Bac+2",7,12,4,-0.138029940156633,0.954332822430124,0.567523941084255,0.0238232749448746,"Non"
3706,29,"Niveau bac",6,12,2,-0.246560787543964,1.01753034995742,0.186701427391412,0.070693678076564,"Non"
3707,52,"Bac+4",27,12,7.69570871261378,2.16037332790087,-1.1356996950799,0.165156833150969,-0.194742138230647,"Non"
3708,28,"Bac+2",3,12,2,-0.500382930627237,0.227561255866162,-0.269096633318569,-0.249720911464652,"Non"
3709,18,"Bac+2",0,12,0,-0.640422733707664,-0.85582493031614,-0.500500384276206,-0.428388222067786,"Non"
3710,39,"Niveau bac",17,12,8,0.914019080485073,0.0996614977751963,-0.279835062309472,0.995488571576394,"Non"
3711,52,"Bac+3",28,12,23,1.00504495248735,-0.916013051770712,0.16631747162273,-0.200221333131936,"Non"
3712,30,"Niveau bac",13,12,10,-0.283321235852576,0.510445426702653,0.179072228532602,-0.148463079433478,"Non"
3713,33,"Bac+2",3,12,7,-0.377848102931864,-0.690307596316066,-0.427919721583931,-0.319413712826337,"Non"
3714,44,"Niveau bac",1,12,4,-0.3568421324698,-1.13720439811627,-0.477060669261546,-0.419636594660863,"Non"
3715,39,"Bac+3",10,12,10,-0.313079694007166,0.220037740684341,-0.104497185180809,-0.14580259791502,"Non"
3716,37,"Niveau bac",19,12,10,0.495650168782298,-0.748991014734274,-0.276631865101107,-0.0366434037960606,"Non"
3717,37,"Bac+2",7,12,18,1.30438003157176,-0.786608590643382,0.776259151420506,-0.221263351049657,"Non"
3718,35.1479582494049,"Niveau bac",8,12,7.69570871261378,-0.416359048778981,-0.721906360079717,-0.348319486360574,-0.38146592217316,"Non"
3719,29,"Bac+3",1,12,0,-0.59315930016802,-0.550370213934185,-0.421441097801438,-0.397343286161172,"Non"
3720,21,"Niveau bac",2,12,1,-0.617666265707094,0.286244674284371,-0.33655458132995,-0.323727226250889,"Non"
3721,48,"Niveau bac",23,12,11,0.702208878325928,-0.664727644697873,-0.52447596296789,0.238183529797336,"Non"
3722,34,"Bac+3",0,12,4,-0.482877955242184,-0.479649171225063,-0.326890477220111,-0.365725197707561,"Oui"
3723,29,"Niveau bac",8,12,10,-0.493380940473216,-0.711373438825166,-0.345463228834516,-0.41410267558591,"Non"
3724,55,"Niveau bac",0,12,10,-0.484628452780689,-0.925041269988898,-0.403633342153659,-0.431643642960982,"Non"
3725,43,"Bac+2",11,12,7,-0.279820240775565,0.653392215157262,-0.335675507670055,0.138366930235273,"Non"
3726,23,"Bac+3",2,12,2,-0.325333176776704,-1.0514363250435,-0.458932835530874,-0.394574511423061,"Non"
3727,37,"Niveau bac",11,12,12,-0.0435030730773448,-0.709868735788802,-0.206239824327025,-0.277633401900904,"Non"
3728,39,"Niveau bac",9,12,16,0.828244701098312,0.894144700975551,1.9179126928752,0.679176360515836,"Non"
3729,29,"Niveau bac",3,12,7,-0.502133428165742,-0.405918722443212,-0.49579619815727,-0.284002055426581,"Non"
3730,34,"Bac+4",2,12,14,-0.103019989386526,-1.37946158697092,-0.486148255000065,-0.469617469316277,"Non"
3731,34,"Bac+3",7,12,15,0.0527742915404486,1.09126079873928,0.323840463652133,0.468938401256185,"Oui"
3732,53,"Bac+2",4,12,20,-0.272818250621544,-1.27714178049815,-0.524364314593161,-0.428863680870261,"Non"
3733,35.1479582494049,"Bac+4",0,12,2,-0.0977684967710102,-0.494696201588706,-0.282736076228772,-0.172049625562263,"Non"
3734,35.1479582494049,"Niveau bac",6,12,4,-0.502133428165742,0.0831097643751887,-0.0337861111572395,-0.389570834259333,"Oui"
3735,35.1479582494049,"Bac+2",2,12,7.69570871261378,-0.377848102931864,-1.00629523395257,-0.375321255189344,-0.433099934817821,"Non"
3736,48,"Bac+2",2,12,25,-0.397103575855422,-1.28165588960724,-0.500963261649333,-0.45644707778894,"Non"
3737,21,"Bac+2",0,12,1,-0.594909797706525,-1.38397569608001,-0.533166075316728,-0.482885086054205,"Non"
3738,25,"Bac+4",1,12,1,-0.41285805370197,0.633831075684526,-0.401403596498311,0.0026706550255255,"Non"
3739,32,"Niveau bac",10,12,12,-0.384850093085885,-0.923536566952534,-0.381583786073763,-0.409016112117899,"Non"
3740,42,"Bac+4",14,12,6,0.0772812570795233,-0.133567472861272,-0.0665251087447153,0.022672633701964,"Non"
3741,26,"Bac+2",5,12,7,0.0877842423105553,0.403611511120787,0.114126043857404,0.240887844285654,"Non"
3742,35,"Niveau bac",18,12,9,0.903516095254041,0.165868431375226,0.0486164190197518,0.902725404085743,"Non"
3743,31,"Niveau bac",15,12,4,0.264584493699594,0.972389258866495,1.71993779480538,0.0639235322274999,"Oui"
3744,50,"Bac+2",11,12,16,-0.239558797389942,-0.809179136188846,-0.359697935656574,-0.330583526354728,"Non"
3745,51,"Niveau bac",3,12,7.69570871261378,-0.41285805370197,-1.11312914953444,-0.46370862993813,-0.43081017414122,"Non"
3746,31,"Niveau bac",8,12,3,-0.260564767852006,-0.0673605392612422,-0.394751857082894,-0.0634520356602918,"Non"
3747,42,"Niveau bac",5,12,9,-0.46187198478012,2.61702967761269,-0.0645916946643983,0.260620542662819,"Oui"
3748,38,"Niveau bac",5,12,6,-0.432113526625529,-1.32830168373453,-0.527802586378954,-0.460383773537037,"Non"
3749,35.1479582494049,"Bac+2",8,12,12,-0.537143378935849,1.42530487281215,-0.205754510531266,-0.0807652130363,"Oui"
3750,29,"Bac+2",5,12,4,-0.430363029087024,-0.705354626679709,-0.34572594459294,-0.384550832076914,"Oui"
3751,30,"Bac+2",0,12,4,-0.587907807552504,-0.765542748134281,-0.415877288744822,-0.432897345461328,"Oui"
3752,42,"Bac+3",18,12,15,0.21732106015995,0.197467195138876,0.273124353596396,0.179440992563313,"Non"
3753,35,"Bac+2",6,12,5,-0.325333176776704,-0.359272928315918,-0.283871806907243,-0.257430210002219,"Non"
3754,41,"Bac+2",12,12,7.69570871261378,0.0177643407703419,0.379536262538958,-0.166866548657661,0.282039420984931,"Non"
3755,28,"Niveau bac",5,12,7.69570871261378,-0.586157310013998,-0.433003377097769,-0.415271285368847,-0.376771017709516,"Non"
3756,46,"Bac+3",18,12,25,0.971785499255749,1.47195066693945,2.66722482049989,1.13063017333521,"Non"
3757,37,"Niveau bac",4,12,7.69570871261378,-0.369095615239337,-0.727925172225174,-0.292455452996267,-0.388003028380417,"Non"
3758,56,"Niveau bac",4,12,21,-0.475875965088162,-0.589492492879657,-0.370258561820724,-0.367132541029117,"Non"
3759,26,"Bac+4",1,12,0,-0.30782820139165,0.420163244520794,-0.442578701934295,0.0779143752875835,"Oui"
3760,40,"Bac+2",17,12,2,0.397622306625999,-0.195260297352208,0.180420645887545,0.111275850500284,"Non"
3761,25,"Niveau bac",6,12,5,-0.416359048778981,-1.25005712584359,-0.533259657454376,-0.435826996775774,"Non"
3762,56,"Niveau bac",18,12,29,0.0230158333858579,-0.979210579298013,-0.34801057796732,-0.32043200502106,"Non"
3763,49,"Niveau bac",6,12,7.69570871261378,-0.325333176776704,-0.518771450170535,-0.489415316437382,-0.213786186026957,"Non"
3764,28,"Bac+2",7,12,5,-0.526640393704817,-0.708364032752438,-0.514676088741171,-0.351150433186978,"Non"
3765,35.1479582494049,"Bac+3",0,12,11,-0.288572728468092,-0.172689751806744,-0.186250181569577,-0.21607953879702,"Oui"
3766,49,"Niveau bac",5,12,7.69570871261378,-0.344588649700262,-0.511247934988713,-0.249280041498479,-0.331486130449943,"Oui"
3767,28,"Bac+4",3,12,7,-0.495131438011721,-1.04240810682531,-0.490715076256394,-0.421002229622393,"Oui"
3768,46,"Niveau bac",3,12,5,-0.288572728468092,-1.02736107646167,-0.317540725635488,-0.441654780920929,"Non"
3769,25,"Bac+2",4,12,7.69570871261378,-0.521388901089301,-0.708364032752438,-0.474385242314776,-0.367168282211734,"Non"
3770,29,"Bac+2",7,12,2,0.128045685696178,-0.080902866588521,-0.0657994994392719,0.0910825434888192,"Non"
3771,24,"Bac+4",0,12,1,-0.59315930016802,-0.612063038425122,-0.425225254731797,-0.405707891281581,"Oui"
